audit_id,flight_date,station_code,handler_name,turnaround_target_mins,turnaround_actual_mins,turnaround_variance_mins,is_on_time,baggage_delay_mins,safety_incident_flag
388,2025-11-14 00:00:00,YUL,Swissport,120,64,-56,t,20,f
389,2025-09-08 00:00:00,DXB,Menzies,60,61,1,f,17,f
390,2025-06-27 00:00:00,NRT,WFS,90,61,-29,t,8,f
391,2025-11-20 00:00:00,SIN,WFS,60,67,7,f,8,f
392,2025-11-05 00:00:00,SIN,Menzies,45,73,28,f,16,f
393,2025-06-05 00:00:00,LHR,dnata,45,93,48,f,13,f
394,2025-03-04 00:00:00,NRT,WFS,90,57,-33,t,21,f
395,2025-07-24 00:00:00,JFK,Menzies,120,78,-42,t,6,f
396,2025-05-09 00:00:00,DXB,Menzies,45,90,45,f,19,f
397,2025-01-02 00:00:00,NRT,Menzies,120,79,-41,t,16,f
398,2025-07-01 00:00:00,LHR,Menzies,120,34,-86,t,22,f
399,2025-09-13 00:00:00,FRA,dnata,60,81,21,f,4,f
400,2025-05-21 00:00:00,YUL,Menzies,120,91,-29,t,16,f
401,2025-10-05 00:00:00,LHR,Swissport,120,57,-63,t,28,f
402,2025-07-15 00:00:00,NRT,dnata,120,48,-72,t,0,f
403,2025-10-21 00:00:00,SIN,WFS,45,71,26,f,0,f
404,2025-06-02 00:00:00,DXB,Menzies,120,69,-51,t,18,f
405,2025-02-09 00:00:00,FRA,Menzies,90,69,-21,t,12,f
406,2025-09-18 00:00:00,FRA,Swissport,45,43,-2,t,23,f
407,2025-03-17 00:00:00,LHR,Swissport,90,56,-34,t,16,f
408,2025-11-27 00:00:00,NRT,WFS,60,84,24,f,10,f
409,2025-10-11 00:00:00,YUL,Menzies,90,55,-35,t,9,f
410,2025-09-03 00:00:00,LHR,Swissport,120,57,-63,t,15,f
411,2025-02-22 00:00:00,NRT,Swissport,120,60,-60,t,8,f
412,2025-11-21 00:00:00,JFK,Menzies,90,71,-19,t,16,f
413,2025-12-25 00:00:00,YUL,dnata,45,39,-6,t,8,f
414,2025-11-21 00:00:00,JFK,Swissport,60,49,-11,t,27,f
415,2025-07-19 00:00:00,NRT,Swissport,60,70,10,f,15,f
416,2025-06-21 00:00:00,LHR,Menzies,120,83,-37,t,19,f
417,2025-08-18 00:00:00,SIN,Swissport,90,76,-14,t,6,f
418,2025-12-16 00:00:00,NRT,dnata,90,101,11,f,11,f
419,2025-08-31 00:00:00,YUL,Swissport,120,53,-67,t,19,f
420,2025-07-06 00:00:00,JFK,dnata,45,56,11,f,8,f
421,2025-09-24 00:00:00,YUL,dnata,120,86,-34,t,20,f
422,2025-12-26 00:00:00,DXB,dnata,45,68,23,f,19,f
423,2025-05-11 00:00:00,DXB,dnata,60,51,-9,t,7,f
424,2025-09-04 00:00:00,SIN,dnata,45,54,9,f,17,f
425,2025-08-16 00:00:00,NRT,Swissport,45,49,4,f,9,f
426,2025-04-23 00:00:00,YUL,Menzies,120,86,-34,t,14,f
427,2025-05-06 00:00:00,FRA,Menzies,45,59,14,f,10,f
428,2025-12-24 00:00:00,LHR,Menzies,60,88,28,f,11,f
429,2025-08-06 00:00:00,YUL,WFS,45,52,7,f,21,f
430,2025-09-14 00:00:00,DXB,WFS,120,43,-77,t,0,f
431,2025-08-08 00:00:00,SIN,dnata,120,61,-59,t,18,f
432,2025-02-13 00:00:00,FRA,Menzies,45,50,5,f,15,f
433,2025-10-04 00:00:00,NRT,Menzies,60,54,-6,t,19,f
434,2025-03-29 00:00:00,NRT,Menzies,45,64,19,f,18,f
435,2025-03-02 00:00:00,SIN,Menzies,60,67,7,f,25,f
436,2025-10-30 00:00:00,NRT,WFS,45,75,30,f,3,f
437,2025-06-30 00:00:00,JFK,dnata,60,55,-5,t,6,f
438,2025-03-01 00:00:00,DXB,Menzies,120,52,-68,t,13,f
439,2025-05-29 00:00:00,JFK,Menzies,60,56,-4,t,13,f
440,2025-02-11 00:00:00,FRA,dnata,90,57,-33,t,21,f
441,2025-03-30 00:00:00,SIN,Menzies,90,71,-19,t,16,f
442,2025-04-27 00:00:00,LHR,Menzies,90,74,-16,t,23,f
443,2025-06-30 00:00:00,SIN,Menzies,90,55,-35,t,11,f
444,2025-01-13 00:00:00,YUL,Swissport,45,63,18,f,15,f
445,2025-02-22 00:00:00,SIN,dnata,90,68,-22,t,8,f
446,2025-05-12 00:00:00,SIN,dnata,90,89,-1,t,14,f
447,2025-08-26 00:00:00,FRA,Swissport,120,58,-62,t,6,f
448,2025-02-23 00:00:00,NRT,Menzies,45,46,1,f,9,f
449,2025-12-23 00:00:00,FRA,Menzies,90,78,-12,t,19,f
450,2025-12-18 00:00:00,SIN,Menzies,45,61,16,f,20,f
451,2025-12-07 00:00:00,SIN,Menzies,120,98,-22,t,6,f
452,2025-03-31 00:00:00,FRA,Menzies,45,38,-7,t,17,f
453,2025-09-25 00:00:00,YUL,Menzies,45,53,8,f,16,f
454,2025-04-29 00:00:00,NRT,Menzies,60,77,17,f,15,f
455,2025-04-23 00:00:00,SIN,dnata,45,79,34,f,21,f
456,2025-11-22 00:00:00,DXB,WFS,120,61,-59,t,7,f
457,2025-11-03 00:00:00,YUL,Menzies,120,66,-54,t,12,f
458,2025-10-01 00:00:00,YUL,dnata,90,57,-33,t,13,f
459,2025-07-28 00:00:00,NRT,Menzies,60,68,8,f,11,f
460,2025-05-24 00:00:00,SIN,Swissport,120,100,-20,t,30,f
461,2025-09-08 00:00:00,LHR,dnata,60,65,5,f,25,f
462,2025-04-20 00:00:00,NRT,WFS,45,73,28,f,13,f
463,2025-08-04 00:00:00,JFK,Swissport,90,48,-42,t,13,t
464,2025-07-25 00:00:00,LHR,dnata,120,49,-71,t,15,f
465,2025-03-11 00:00:00,NRT,WFS,120,66,-54,t,4,f
466,2025-04-19 00:00:00,JFK,Menzies,60,42,-18,t,14,f
467,2025-06-26 00:00:00,SIN,Swissport,45,50,5,f,6,f
468,2025-04-22 00:00:00,NRT,dnata,120,73,-47,t,5,f
469,2025-01-01 00:00:00,FRA,Swissport,90,53,-37,t,23,f
470,2025-03-14 00:00:00,SIN,Swissport,45,62,17,f,11,f
471,2025-06-26 00:00:00,JFK,Swissport,45,56,11,f,1,f
472,2025-10-19 00:00:00,LHR,Menzies,60,34,-26,t,6,f
473,2025-04-26 00:00:00,LHR,WFS,120,51,-69,t,23,f
474,2025-04-19 00:00:00,DXB,WFS,90,64,-26,t,19,f
475,2025-04-07 00:00:00,DXB,WFS,45,53,8,f,15,t
476,2025-08-21 00:00:00,SIN,Menzies,45,86,41,f,20,f
477,2025-07-14 00:00:00,DXB,Swissport,120,67,-53,t,26,f
478,2025-02-08 00:00:00,DXB,Swissport,45,51,6,f,9,f
479,2025-03-21 00:00:00,SIN,Menzies,120,89,-31,t,10,f
480,2025-09-20 00:00:00,JFK,Swissport,90,88,-2,t,7,f
481,2025-12-13 00:00:00,DXB,WFS,120,41,-79,t,12,f
482,2025-12-21 00:00:00,LHR,Swissport,90,64,-26,t,17,f
483,2025-05-29 00:00:00,YUL,Swissport,45,78,33,f,5,f
484,2025-12-20 00:00:00,YUL,Menzies,60,65,5,f,23,f
485,2025-06-30 00:00:00,NRT,Swissport,60,70,10,f,27,f
486,2025-09-14 00:00:00,DXB,WFS,45,56,11,f,0,f
487,2025-05-12 00:00:00,FRA,dnata,90,69,-21,t,19,f
488,2025-10-23 00:00:00,NRT,dnata,60,56,-4,t,17,f
489,2025-09-03 00:00:00,LHR,dnata,120,94,-26,t,16,f
490,2025-02-05 00:00:00,YUL,dnata,90,78,-12,t,13,t
491,2025-11-04 00:00:00,FRA,WFS,120,56,-64,t,18,f
492,2025-03-07 00:00:00,YUL,Swissport,60,53,-7,t,20,f
493,2025-02-05 00:00:00,FRA,Swissport,60,55,-5,t,10,f
494,2025-05-21 00:00:00,JFK,Swissport,120,64,-56,t,7,f
495,2025-05-24 00:00:00,DXB,Menzies,120,40,-80,t,13,f
496,2025-03-13 00:00:00,FRA,dnata,120,52,-68,t,14,f
497,2025-04-08 00:00:00,NRT,Swissport,60,65,5,f,13,t
498,2025-02-08 00:00:00,LHR,WFS,90,94,4,f,23,f
499,2025-05-20 00:00:00,JFK,Menzies,60,69,9,f,16,f
500,2025-01-03 00:00:00,NRT,Menzies,90,80,-10,t,10,f
501,2025-06-04 00:00:00,NRT,Menzies,120,49,-71,t,21,f
502,2025-09-11 00:00:00,NRT,Menzies,90,79,-11,t,15,f
503,2025-08-06 00:00:00,NRT,dnata,120,65,-55,t,20,f
504,2025-01-16 00:00:00,YUL,WFS,45,55,10,f,21,f
505,2025-03-21 00:00:00,NRT,Menzies,120,45,-75,t,17,f
506,2025-06-04 00:00:00,SIN,WFS,60,49,-11,t,19,f
507,2025-04-18 00:00:00,FRA,Menzies,120,64,-56,t,22,f
508,2025-04-19 00:00:00,LHR,Menzies,120,78,-42,t,7,f
509,2025-04-05 00:00:00,DXB,Menzies,60,78,18,f,0,f
510,2025-05-12 00:00:00,FRA,Swissport,60,71,11,f,7,f
511,2025-09-06 00:00:00,FRA,WFS,60,54,-6,t,2,f
512,2025-05-03 00:00:00,SIN,WFS,60,54,-6,t,8,f
513,2025-11-06 00:00:00,FRA,Swissport,45,69,24,f,8,f
514,2025-04-12 00:00:00,FRA,Menzies,120,80,-40,t,15,f
515,2025-07-11 00:00:00,LHR,WFS,120,52,-68,t,10,f
516,2025-07-20 00:00:00,SIN,Menzies,45,68,23,f,14,f
517,2025-10-09 00:00:00,YUL,Swissport,45,52,7,f,16,f
518,2025-02-10 00:00:00,FRA,Swissport,45,68,23,f,20,f
519,2025-11-22 00:00:00,LHR,WFS,120,57,-63,t,6,f
520,2025-11-27 00:00:00,JFK,Swissport,90,80,-10,t,17,f
521,2025-07-22 00:00:00,JFK,WFS,120,39,-81,t,22,f
522,2025-02-05 00:00:00,JFK,WFS,45,73,28,f,16,f
523,2025-09-14 00:00:00,NRT,dnata,45,72,27,f,7,f
524,2025-05-10 00:00:00,NRT,dnata,60,78,18,f,23,f
525,2025-02-25 00:00:00,DXB,WFS,120,57,-63,t,5,f
526,2025-03-16 00:00:00,NRT,Menzies,120,66,-54,t,0,f
527,2025-06-24 00:00:00,LHR,Swissport,90,69,-21,t,12,f
528,2025-10-30 00:00:00,DXB,WFS,120,63,-57,t,10,f
529,2025-11-24 00:00:00,FRA,WFS,45,58,13,f,20,f
530,2025-08-26 00:00:00,SIN,Swissport,120,65,-55,t,27,f
531,2025-05-31 00:00:00,SIN,Swissport,45,49,4,f,0,f
532,2025-09-21 00:00:00,YUL,dnata,45,61,16,f,16,f
533,2025-12-16 00:00:00,YUL,Menzies,45,62,17,f,12,f
534,2025-02-16 00:00:00,DXB,dnata,60,66,6,f,30,f
535,2025-11-19 00:00:00,DXB,WFS,45,73,28,f,13,f
536,2025-07-15 00:00:00,YUL,Menzies,90,58,-32,t,5,f
537,2025-08-20 00:00:00,FRA,Menzies,45,74,29,f,19,f
538,2025-02-16 00:00:00,YUL,dnata,90,79,-11,t,13,f
539,2025-10-14 00:00:00,LHR,Menzies,45,39,-6,t,13,f
540,2025-04-14 00:00:00,JFK,dnata,45,44,-1,t,9,f
541,2025-07-17 00:00:00,LHR,Menzies,60,68,8,f,7,f
542,2025-08-08 00:00:00,JFK,Menzies,90,82,-8,t,13,f
543,2025-01-15 00:00:00,FRA,WFS,90,78,-12,t,11,f
544,2025-03-22 00:00:00,YUL,dnata,90,73,-17,t,27,f
546,2025-11-03 00:00:00,JFK,Menzies,60,53,-7,t,12,f
547,2025-04-06 00:00:00,YUL,Menzies,45,45,0,t,24,f
548,2025-05-03 00:00:00,YUL,Swissport,120,67,-53,t,18,f
549,2025-10-02 00:00:00,FRA,Swissport,45,53,8,f,24,f
550,2025-02-22 00:00:00,YUL,Swissport,120,57,-63,t,13,f
551,2025-01-08 00:00:00,JFK,Menzies,60,45,-15,t,14,f
552,2025-10-16 00:00:00,JFK,Menzies,45,67,22,f,9,f
553,2025-05-13 00:00:00,YUL,Menzies,60,76,16,f,10,f
554,2025-01-02 00:00:00,JFK,dnata,45,66,21,f,18,f
555,2025-06-17 00:00:00,SIN,WFS,120,49,-71,t,7,f
556,2025-07-27 00:00:00,JFK,Menzies,60,53,-7,t,7,f
557,2025-12-09 00:00:00,FRA,dnata,60,65,5,f,19,f
558,2025-10-04 00:00:00,JFK,Swissport,60,87,27,f,15,f
559,2025-06-22 00:00:00,NRT,WFS,60,66,6,f,5,f
560,2025-03-02 00:00:00,SIN,Swissport,120,71,-49,t,32,f
561,2025-03-26 00:00:00,YUL,Swissport,90,77,-13,t,16,f
562,2025-05-18 00:00:00,DXB,Menzies,90,50,-40,t,0,f
563,2025-05-17 00:00:00,FRA,WFS,120,32,-88,t,15,f
564,2025-07-31 00:00:00,SIN,Menzies,45,54,9,f,20,f
565,2025-07-21 00:00:00,LHR,WFS,120,64,-56,t,1,f
566,2025-05-26 00:00:00,NRT,Menzies,120,62,-58,t,11,f
567,2025-07-23 00:00:00,NRT,Menzies,120,71,-49,t,21,f
568,2025-11-19 00:00:00,DXB,dnata,120,74,-46,t,9,f
569,2025-03-20 00:00:00,DXB,Swissport,60,88,28,f,15,f
570,2025-03-30 00:00:00,YUL,dnata,120,48,-72,t,0,f
571,2025-12-25 00:00:00,NRT,dnata,45,69,24,f,15,f
572,2025-01-12 00:00:00,NRT,WFS,45,52,7,f,19,f
573,2025-01-16 00:00:00,NRT,Menzies,60,86,26,f,5,f
574,2025-07-24 00:00:00,FRA,Menzies,90,56,-34,t,17,f
575,2025-02-14 00:00:00,JFK,WFS,60,71,11,f,23,f
576,2025-01-17 00:00:00,DXB,dnata,60,35,-25,t,11,f
577,2025-11-04 00:00:00,FRA,Menzies,90,63,-27,t,18,f
578,2025-12-30 00:00:00,LHR,Swissport,90,78,-12,t,29,f
579,2025-10-16 00:00:00,LHR,WFS,90,48,-42,t,11,f
580,2025-03-04 00:00:00,FRA,Swissport,120,80,-40,t,7,f
581,2025-01-14 00:00:00,DXB,Swissport,90,56,-34,t,16,f
582,2025-08-05 00:00:00,FRA,WFS,90,50,-40,t,18,f
583,2025-09-26 00:00:00,JFK,WFS,120,70,-50,t,14,f
584,2025-02-10 00:00:00,SIN,WFS,120,72,-48,t,7,f
585,2025-01-05 00:00:00,JFK,Menzies,45,60,15,f,18,f
586,2025-10-13 00:00:00,SIN,Menzies,45,68,23,f,20,f
587,2025-04-26 00:00:00,DXB,dnata,60,68,8,f,22,f
588,2025-08-19 00:00:00,FRA,WFS,60,54,-6,t,31,f
589,2025-07-18 00:00:00,JFK,Swissport,90,53,-37,t,24,f
590,2025-10-26 00:00:00,SIN,Menzies,45,105,60,f,26,f
591,2025-12-01 00:00:00,LHR,Swissport,90,83,-7,t,11,f
592,2025-04-01 00:00:00,SIN,Menzies,120,36,-84,t,16,f
593,2025-03-01 00:00:00,FRA,Menzies,45,14,-31,t,23,f
594,2025-12-08 00:00:00,JFK,Menzies,120,66,-54,t,31,f
595,2025-08-08 00:00:00,DXB,WFS,45,45,0,t,18,f
596,2025-12-09 00:00:00,DXB,Menzies,45,54,9,f,23,f
597,2025-10-01 00:00:00,NRT,Menzies,45,62,17,f,22,f
598,2025-06-24 00:00:00,NRT,Menzies,90,49,-41,t,11,f
599,2025-06-13 00:00:00,NRT,Menzies,90,65,-25,t,31,f
600,2025-07-14 00:00:00,LHR,Menzies,120,85,-35,t,11,f
601,2025-06-05 00:00:00,YUL,Menzies,45,90,45,f,13,f
602,2025-04-08 00:00:00,DXB,Menzies,45,57,12,f,7,f
603,2025-01-25 00:00:00,YUL,WFS,60,70,10,f,13,f
604,2025-10-19 00:00:00,LHR,Swissport,90,75,-15,t,15,f
605,2025-11-24 00:00:00,NRT,WFS,60,49,-11,t,27,f
606,2025-05-18 00:00:00,SIN,dnata,120,73,-47,t,8,f
607,2025-12-23 00:00:00,YUL,WFS,45,67,22,f,15,f
608,2025-06-13 00:00:00,LHR,Menzies,45,70,25,f,36,f
609,2025-01-24 00:00:00,YUL,Menzies,90,65,-25,t,25,f
610,2025-08-25 00:00:00,DXB,Menzies,90,76,-14,t,18,f
612,2025-01-15 00:00:00,YUL,WFS,90,55,-35,t,28,f
613,2025-06-19 00:00:00,YUL,Swissport,45,56,11,f,22,f
614,2025-04-15 00:00:00,LHR,Swissport,120,56,-64,t,9,f
615,2025-06-12 00:00:00,DXB,dnata,60,80,20,f,19,f
616,2025-02-06 00:00:00,YUL,dnata,90,71,-19,t,13,f
617,2025-06-23 00:00:00,SIN,dnata,60,76,16,f,32,f
618,2025-08-15 00:00:00,LHR,Menzies,120,54,-66,t,13,f
619,2025-08-04 00:00:00,JFK,WFS,90,54,-36,t,17,f
620,2025-03-09 00:00:00,YUL,WFS,60,71,11,f,11,f
621,2025-08-20 00:00:00,LHR,WFS,45,72,27,f,16,f
622,2025-10-08 00:00:00,JFK,Swissport,90,89,-1,t,0,f
624,2025-08-17 00:00:00,DXB,Menzies,90,36,-54,t,24,f
625,2025-12-19 00:00:00,SIN,Swissport,90,73,-17,t,22,f
626,2025-07-14 00:00:00,LHR,WFS,45,50,5,f,13,f
627,2025-01-28 00:00:00,JFK,dnata,60,86,26,f,10,f
628,2025-03-03 00:00:00,DXB,WFS,90,77,-13,t,9,f
629,2025-07-24 00:00:00,LHR,dnata,90,62,-28,t,8,f
630,2025-05-06 00:00:00,LHR,Menzies,60,38,-22,t,11,f
631,2025-11-18 00:00:00,DXB,Menzies,90,61,-29,t,25,f
632,2025-04-23 00:00:00,FRA,dnata,45,50,5,f,14,f
633,2025-12-08 00:00:00,SIN,Menzies,90,69,-21,t,4,f
634,2025-02-17 00:00:00,YUL,WFS,60,36,-24,t,11,f
635,2025-11-27 00:00:00,YUL,WFS,45,67,22,f,23,f
636,2025-05-08 00:00:00,JFK,Menzies,90,77,-13,t,18,f
637,2025-01-06 00:00:00,YUL,Menzies,45,74,29,f,17,f
638,2025-03-11 00:00:00,YUL,WFS,120,84,-36,t,20,f
639,2025-05-18 00:00:00,FRA,Swissport,90,41,-49,t,23,f
641,2025-11-16 00:00:00,NRT,dnata,60,67,7,f,12,f
642,2025-11-26 00:00:00,LHR,dnata,120,61,-59,t,21,f
643,2025-10-23 00:00:00,NRT,WFS,60,53,-7,t,18,f
644,2025-07-13 00:00:00,LHR,WFS,90,40,-50,t,12,t
645,2025-05-23 00:00:00,NRT,Menzies,60,61,1,f,32,f
647,2025-12-02 00:00:00,YUL,Swissport,45,52,7,f,13,f
648,2025-12-13 00:00:00,LHR,Menzies,60,45,-15,t,2,f
649,2025-05-01 00:00:00,SIN,Menzies,45,41,-4,t,23,f
650,2025-02-07 00:00:00,DXB,Menzies,60,60,0,t,16,f
651,2025-12-15 00:00:00,FRA,dnata,120,89,-31,t,11,f
652,2025-12-05 00:00:00,LHR,dnata,120,70,-50,t,0,f
653,2025-10-29 00:00:00,FRA,WFS,90,76,-14,t,0,f
654,2025-10-30 00:00:00,SIN,Menzies,90,77,-13,t,15,f
656,2025-02-11 00:00:00,JFK,Swissport,120,42,-78,t,6,f
657,2025-03-24 00:00:00,NRT,Menzies,60,60,0,t,12,f
658,2025-08-07 00:00:00,JFK,Menzies,45,43,-2,t,8,f
659,2025-07-21 00:00:00,JFK,Swissport,60,75,15,f,20,f
660,2025-07-24 00:00:00,JFK,dnata,45,80,35,f,12,f
661,2025-06-20 00:00:00,DXB,Swissport,60,58,-2,t,8,f
662,2025-06-01 00:00:00,JFK,Swissport,60,79,19,f,31,t
663,2025-08-21 00:00:00,LHR,Swissport,45,56,11,f,13,f
664,2025-09-01 00:00:00,YUL,Menzies,90,78,-12,t,8,f
665,2025-03-27 00:00:00,DXB,dnata,90,62,-28,t,33,f
666,2025-12-16 00:00:00,NRT,WFS,90,44,-46,t,32,f
667,2025-09-23 00:00:00,LHR,dnata,90,59,-31,t,11,f
668,2025-10-01 00:00:00,LHR,Menzies,60,80,20,f,22,f
669,2025-10-13 00:00:00,JFK,Swissport,120,64,-56,t,30,f
670,2025-10-27 00:00:00,JFK,Menzies,90,61,-29,t,19,t
671,2025-05-04 00:00:00,YUL,Menzies,90,36,-54,t,10,f
672,2025-09-07 00:00:00,DXB,Swissport,90,64,-26,t,13,f
673,2025-04-19 00:00:00,LHR,Menzies,120,56,-64,t,14,f
674,2025-12-25 00:00:00,NRT,Swissport,60,83,23,f,24,f
675,2025-06-18 00:00:00,NRT,Menzies,45,70,25,f,18,f
676,2025-10-13 00:00:00,SIN,Swissport,90,67,-23,t,7,f
677,2025-05-15 00:00:00,NRT,dnata,120,68,-52,t,8,f
678,2025-05-14 00:00:00,YUL,WFS,45,56,11,f,13,f
679,2025-01-12 00:00:00,SIN,Menzies,45,60,15,f,20,f
680,2025-07-22 00:00:00,NRT,Menzies,45,79,34,f,3,f
681,2025-12-03 00:00:00,DXB,Menzies,60,48,-12,t,12,f
682,2025-07-25 00:00:00,LHR,dnata,60,41,-19,t,5,f
683,2025-10-09 00:00:00,LHR,Swissport,120,71,-49,t,18,f
684,2025-09-28 00:00:00,YUL,WFS,90,27,-63,t,28,f
685,2025-11-30 00:00:00,DXB,WFS,120,50,-70,t,12,f
686,2025-02-17 00:00:00,LHR,Menzies,120,94,-26,t,27,f
687,2025-10-17 00:00:00,LHR,WFS,45,39,-6,t,0,f
688,2025-06-09 00:00:00,DXB,dnata,45,39,-6,t,26,f
689,2025-07-21 00:00:00,NRT,dnata,90,55,-35,t,5,f
690,2025-09-09 00:00:00,DXB,WFS,120,80,-40,t,3,f
691,2025-04-09 00:00:00,DXB,WFS,60,30,-30,t,29,f
692,2025-01-05 00:00:00,JFK,Menzies,90,55,-35,t,16,f
693,2025-08-13 00:00:00,LHR,WFS,60,75,15,f,7,f
694,2025-03-12 00:00:00,SIN,dnata,60,69,9,f,14,f
695,2025-07-18 00:00:00,FRA,dnata,60,96,36,f,23,t
696,2025-10-31 00:00:00,LHR,Swissport,60,66,6,f,27,f
697,2025-09-19 00:00:00,DXB,WFS,45,79,34,f,19,f
698,2025-03-11 00:00:00,SIN,Menzies,60,55,-5,t,11,f
699,2025-04-19 00:00:00,YUL,WFS,90,68,-22,t,13,f
700,2025-05-19 00:00:00,FRA,Menzies,120,62,-58,t,33,f
701,2025-07-16 00:00:00,NRT,WFS,45,77,32,f,4,f
702,2025-07-18 00:00:00,SIN,Menzies,60,71,11,f,8,f
703,2025-11-18 00:00:00,LHR,dnata,120,70,-50,t,17,f
704,2025-10-11 00:00:00,JFK,WFS,90,56,-34,t,12,f
705,2025-07-15 00:00:00,SIN,Menzies,120,80,-40,t,6,f
706,2025-04-05 00:00:00,FRA,dnata,120,52,-68,t,18,f
707,2025-03-04 00:00:00,JFK,WFS,90,52,-38,t,4,f
708,2025-02-13 00:00:00,LHR,Menzies,60,45,-15,t,14,f
709,2025-07-12 00:00:00,SIN,Menzies,120,76,-44,t,18,f
710,2025-01-05 00:00:00,SIN,dnata,120,71,-49,t,0,f
711,2025-07-31 00:00:00,YUL,WFS,45,41,-4,t,13,f
712,2025-05-15 00:00:00,SIN,Menzies,120,86,-34,t,19,f
713,2025-06-22 00:00:00,YUL,Menzies,60,58,-2,t,7,f
714,2025-08-20 00:00:00,NRT,Menzies,120,78,-42,t,20,f
715,2025-01-27 00:00:00,LHR,Menzies,60,47,-13,t,12,f
717,2025-02-18 00:00:00,JFK,Menzies,120,64,-56,t,20,f
718,2025-07-09 00:00:00,DXB,Menzies,120,58,-62,t,0,f
719,2025-04-01 00:00:00,DXB,dnata,45,51,6,f,17,f
720,2025-06-20 00:00:00,JFK,Menzies,120,41,-79,t,18,f
721,2025-10-18 00:00:00,YUL,dnata,90,33,-57,t,5,f
722,2025-12-02 00:00:00,FRA,Menzies,60,80,20,f,5,f
723,2025-06-06 00:00:00,JFK,dnata,90,70,-20,t,23,f
724,2025-07-03 00:00:00,SIN,Menzies,60,94,34,f,14,f
725,2025-05-02 00:00:00,LHR,Swissport,60,80,20,f,18,f
726,2025-04-02 00:00:00,NRT,Menzies,45,43,-2,t,9,f
727,2025-04-08 00:00:00,LHR,dnata,45,63,18,f,19,f
728,2025-10-25 00:00:00,YUL,WFS,45,66,21,f,15,f
729,2025-11-05 00:00:00,DXB,WFS,90,63,-27,t,10,f
730,2025-07-15 00:00:00,JFK,dnata,90,52,-38,t,22,f
731,2025-12-15 00:00:00,YUL,Menzies,60,86,26,f,26,f
732,2025-10-21 00:00:00,FRA,dnata,90,69,-21,t,24,f
733,2025-01-23 00:00:00,FRA,dnata,45,49,4,f,12,t
734,2025-11-25 00:00:00,NRT,Swissport,90,95,5,f,16,f
735,2025-06-28 00:00:00,JFK,Swissport,90,65,-25,t,12,f
736,2025-03-08 00:00:00,JFK,WFS,90,94,4,f,16,f
737,2025-09-03 00:00:00,JFK,Swissport,60,69,9,f,22,f
738,2025-02-04 00:00:00,YUL,Menzies,60,49,-11,t,13,f
739,2025-08-27 00:00:00,NRT,WFS,90,86,-4,t,13,f
740,2025-01-26 00:00:00,JFK,WFS,90,67,-23,t,20,f
741,2025-08-30 00:00:00,NRT,dnata,60,80,20,f,21,f
742,2025-08-04 00:00:00,SIN,WFS,45,69,24,f,20,f
743,2025-09-30 00:00:00,LHR,WFS,45,76,31,f,18,f
744,2025-01-13 00:00:00,JFK,dnata,90,75,-15,t,7,f
745,2025-07-16 00:00:00,NRT,Menzies,45,70,25,f,29,f
746,2025-02-20 00:00:00,YUL,Menzies,90,50,-40,t,18,f
747,2025-07-01 00:00:00,FRA,Menzies,45,57,12,f,18,f
748,2025-05-23 00:00:00,LHR,dnata,45,43,-2,t,21,f
749,2025-04-06 00:00:00,FRA,dnata,60,85,25,f,8,f
750,2025-03-20 00:00:00,JFK,Swissport,90,70,-20,t,25,f
751,2025-07-17 00:00:00,DXB,dnata,60,40,-20,t,15,f
752,2025-03-15 00:00:00,NRT,Swissport,45,66,21,f,18,f
753,2025-06-18 00:00:00,FRA,Menzies,90,66,-24,t,10,f
754,2025-02-05 00:00:00,FRA,Swissport,45,56,11,f,12,f
755,2025-04-17 00:00:00,SIN,Swissport,60,78,18,f,23,f
756,2025-07-03 00:00:00,YUL,Swissport,120,61,-59,t,9,f
757,2025-02-04 00:00:00,LHR,Menzies,90,94,4,f,22,f
758,2025-09-04 00:00:00,JFK,dnata,90,58,-32,t,19,f
759,2025-09-20 00:00:00,LHR,Menzies,90,39,-51,t,12,t
760,2025-06-04 00:00:00,SIN,dnata,120,75,-45,t,17,f
761,2025-01-05 00:00:00,NRT,dnata,45,62,17,f,10,f
762,2025-10-13 00:00:00,JFK,Menzies,90,55,-35,t,17,f
763,2025-04-05 00:00:00,NRT,Menzies,45,55,10,f,13,f
764,2025-06-30 00:00:00,YUL,Swissport,120,64,-56,t,12,f
765,2025-02-18 00:00:00,JFK,Menzies,60,80,20,f,31,f
766,2025-06-15 00:00:00,LHR,dnata,90,78,-12,t,26,f
767,2025-11-19 00:00:00,DXB,Swissport,45,58,13,f,10,f
768,2025-07-27 00:00:00,FRA,Menzies,120,45,-75,t,25,f
769,2025-08-09 00:00:00,LHR,Swissport,90,80,-10,t,14,f
770,2025-08-12 00:00:00,NRT,Swissport,60,104,44,f,17,f
771,2025-11-13 00:00:00,YUL,Menzies,60,56,-4,t,14,f
772,2025-05-11 00:00:00,JFK,WFS,120,51,-69,t,33,f
773,2025-12-19 00:00:00,SIN,Swissport,45,73,28,f,14,t
774,2025-04-27 00:00:00,YUL,Menzies,90,90,0,t,21,f
775,2025-09-11 00:00:00,FRA,Swissport,90,72,-18,t,17,f
776,2025-09-16 00:00:00,SIN,Menzies,60,74,14,f,27,f
777,2025-10-09 00:00:00,FRA,Menzies,60,60,0,t,24,f
778,2025-03-12 00:00:00,FRA,Swissport,60,90,30,f,0,f
